,Año,Trimestre,Banda ancha fija,Dial up,Total,Periodo,Provincia
401,2018,3,63823.0,658.0,64481.0,,San Juan
402,2018,3,74121.0,300.0,74421.0,,San Luis
403,2018,3,33565.0,434.0,33999.0,,Santa Cruz
404,2018,3,694883.0,217.0,695100.0,,Santa Fe
405,2018,3,86358.0,2.0,86360.0,,Santiago Del Estero
406,2018,3,45056.0,508.0,45564.0,,Tierra Del Fuego
407,2018,3,171135.0,31.0,171166.0,,Tucumán
408,2018,2,3490134.0,10.565,3500699.0,,Buenos Aires
409,2018,2,1362498.0,6.688,1369186.0,,Capital Federal
410,2018,2,34078.0,11.0,34089.0,,Catamarca
411,2018,2,98509.0,12.0,98521.0,,Chaco
412,2018,2,98137.0,2.427,100564.0,,Chubut
413,2018,2,712979.0,94.0,713073.0,,Córdoba
414,2018,2,97946.0,11.0,97957.0,,Corrientes
415,2018,2,199937.0,48.0,199985.0,,Entre Ríos
416,2018,2,44554.0,,44554.0,,Formosa
417,2018,2,45132.0,1.0,45133.0,,Jujuy
418,2018,2,82177.0,244.0,82421.0,,La Pampa
419,2018,2,51931.0,17.0,51948.0,,La Rioja
420,2018,2,199468.0,1.484,200952.0,,Mendoza
421,2018,2,106147.0,,106147.0,,Misiones
422,2018,2,113842.0,2.006,115848.0,,Neuquén
423,2018,2,111176.0,1.059,112235.0,,Río Negro
424,2018,2,134166.0,1.0,134167.0,,Salta
425,2018,2,63443.0,658.0,64101.0,,San Juan
426,2018,2,21168.0,300.0,21468.0,,San Luis
427,2018,2,33970.0,435.0,34405.0,,Santa Cruz
428,2018,2,684243.0,309.0,684552.0,,Santa Fe
429,2018,2,83773.0,2.0,83775.0,,Santiago Del Estero
430,2018,2,44199.0,508.0,44707.0,,Tierra Del Fuego
431,2018,2,169926.0,31.0,169957.0,,Tucumán
432,2018,1,3464882.0,10.564,3475446.0,,Buenos Aires
433,2018,1,1359882.0,6.688,1366570.0,,Capital Federal
434,2018,1,33934.0,11.0,33945.0,,Catamarca
435,2018,1,96925.0,12.0,96937.0,,Chaco
436,2018,1,95532.0,2.427,97959.0,,Chubut
437,2018,1,713825.0,101.0,713926.0,,Córdoba
438,2018,1,94406.0,11.0,94417.0,,Corrientes
439,2018,1,197346.0,48.0,197394.0,,Entre Ríos
440,2018,1,32328.0,0.0,32328.0,,Formosa
441,2018,1,44405.0,1.0,44406.0,,Jujuy
442,2018,1,82668.0,396.0,83064.0,,La Pampa
443,2018,1,52228.0,17.0,52245.0,,La Rioja
444,2018,1,199463.0,1.484,200947.0,,Mendoza
445,2018,1,103580.0,0.0,103580.0,,Misiones
446,2018,1,115897.0,2.006,117903.0,,Neuquén
447,2018,1,110057.0,1.062,111119.0,,Río Negro
448,2018,1,133182.0,1.0,133183.0,,Salta
449,2018,1,62610.0,658.0,63268.0,,San Juan
450,2018,1,21096.0,300.0,21396.0,,San Luis
451,2018,1,33970.0,435.0,34405.0,,Santa Cruz
452,2018,1,679717.0,309.0,680026.0,,Santa Fe
453,2018,1,82916.0,2.0,82918.0,,Santiago Del Estero
454,2018,1,31106.0,508.0,31614.0,,Tierra Del Fuego
455,2018,1,168026.0,31.0,168057.0,,Tucumán
456,2017,4,3171206.0,10.69,3181896.0,,Buenos Aires
457,2017,4,1575418.0,6.906,1582324.0,,Capital Federal
458,2017,4,29548.0,10.0,29558.0,,Catamarca
459,2017,4,96603.0,12.0,96615.0,,Chaco
460,2017,4,91012.0,2.428,93440.0,,Chubut
461,2017,4,709874.0,105.0,709979.0,,Córdoba
462,2017,4,93760.0,11.0,93771.0,,Corrientes
463,2017,4,193654.0,49.0,193703.0,,Entre Ríos
464,2017,4,32056.0,0.0,32056.0,,Formosa
465,2017,4,43551.0,1.0,43552.0,,Jujuy
466,2017,4,81675.0,396.0,82071.0,,La Pampa
467,2017,4,52177.0,17.0,52194.0,,La Rioja
468,2017,4,178661.0,1.49,180151.0,,Mendoza
469,2017,4,103895.0,0.0,103895.0,,Misiones
470,2017,4,114965.0,2.006,116971.0,,Neuquén
471,2017,4,108702.0,1.062,109764.0,,Río Negro
472,2017,4,132811.0,1.0,132812.0,,Salta
473,2017,4,57965.0,659.0,58624.0,,San Juan
474,2017,4,14604.0,300.0,14904.0,,San Luis
475,2017,4,29018.0,434.0,29452.0,,Santa Cruz
476,2017,4,672137.0,323.0,672460.0,,Santa Fe
477,2017,4,68842.0,2.0,68844.0,,Santiago Del Estero
478,2017,4,28346.0,508.0,28854.0,,Tierra Del Fuego
479,2017,4,162298.0,34.0,162332.0,,Tucumán
480,2017,3,3046758.0,11.202,3057960.0,,Buenos Aires
481,2017,3,1563289.0,7.07,1570359.0,,Capital Federal
482,2017,3,33467.0,11.0,33478.0,,Catamarca
483,2017,3,93747.0,12.0,93759.0,,Chaco
484,2017,3,81067.0,2.477,83544.0,,Chubut
485,2017,3,696536.0,108.0,696644.0,,Córdoba
486,2017,3,92536.0,12.0,92548.0,,Corrientes
487,2017,3,185414.0,50.0,185464.0,,Entre Ríos
488,2017,3,32105.0,0.0,32105.0,,Formosa
489,2017,3,43241.0,1.0,43242.0,,Jujuy
490,2017,3,79280.0,410.0,79690.0,,La Pampa
491,2017,3,51896.0,17.0,51913.0,,La Rioja
492,2017,3,190958.0,1.533,192491.0,,Mendoza
493,2017,3,100476.0,0.0,100476.0,,Misiones
494,2017,3,113755.0,2.029,115784.0,,Neuquén
495,2017,3,106393.0,1.103,107496.0,,Río Negro
496,2017,3,132517.0,1.0,132518.0,,Salta
497,2017,3,61789.0,660.0,62449.0,,San Juan
498,2017,3,21408.0,311.0,21719.0,,San Luis
499,2017,3,33222.0,468.0,33690.0,,Santa Cruz
500,2017,3,662086.0,256.0,662342.0,,Santa Fe
501,2017,3,82792.0,2.0,82794.0,,Santiago Del Estero
502,2017,3,30883.0,583.0,31466.0,,Tierra Del Fuego
503,2017,3,160979.0,33.0,161012.0,,Tucumán
504,2017,2,3067430.0,11.201,3078631.0,,Buenos Aires
505,2017,2,1592175.0,8.016,1600191.0,,Capital Federal
506,2017,2,26692.0,13.0,26705.0,,Catamarca
507,2017,2,90597.0,14.0,90611.0,,Chaco
508,2017,2,62245.0,1.73,63975.0,,Chubut
509,2017,2,657505.0,133.0,657638.0,,Córdoba
510,2017,2,90085.0,12.0,90097.0,,Corrientes
511,2017,2,182675.0,57.0,182732.0,,Entre Ríos
512,2017,2,29956.0,0.0,29956.0,,Formosa
513,2017,2,42656.0,1.0,42657.0,,Jujuy
514,2017,2,72573.0,449.0,73022.0,,La Pampa
515,2017,2,16271.0,18.0,16289.0,,La Rioja
516,2017,2,169302.0,1.451,170753.0,,Mendoza
517,2017,2,99794.0,0.0,99794.0,,Misiones
518,2017,2,115321.0,2.112,117433.0,,Neuquén
519,2017,2,100621.0,998.0,101619.0,,Río Negro
520,2017,2,108540.0,1.0,108541.0,,Salta
521,2017,2,51261.0,620.0,51881.0,,San Juan
522,2017,2,12992.0,315.0,13307.0,,San Luis
523,2017,2,26019.0,369.0,26388.0,,Santa Cruz
524,2017,2,566918.0,362.0,567280.0,,Santa Fe
525,2017,2,33194.0,2.0,33196.0,,Santiago Del Estero
526,2017,2,31938.0,619.0,32557.0,,Tierra Del Fuego
527,2017,2,154374.0,37.0,154411.0,,Tucumán
528,2017,1,3178174.0,11.202,3189376.0,,Buenos Aires
529,2017,1,1391030.0,8.016,1399046.0,,Capital Federal
530,2017,1,26304.0,13.0,26317.0,,Catamarca
531,2017,1,89036.0,14.0,89050.0,,Chaco
532,2017,1,62166.0,1.73,63896.0,,Chubut
533,2017,1,641066.0,133.0,641199.0,,Córdoba
534,2017,1,88596.0,12.0,88608.0,,Corrientes
535,2017,1,180296.0,57.0,180353.0,,Entre Ríos
536,2017,1,29705.0,0.0,29705.0,,Formosa
537,2017,1,43202.0,1.0,43203.0,,Jujuy
538,2017,1,71458.0,455.0,71913.0,,La Pampa
539,2017,1,16207.0,18.0,16225.0,,La Rioja
540,2017,1,169282.0,1.451,170733.0,,Mendoza
541,2017,1,97619.0,0.0,97619.0,,Misiones
542,2017,1,113227.0,2.112,115339.0,,Neuquén
543,2017,1,100288.0,1.0,101288.0,,Río Negro
544,2017,1,107632.0,1.0,107633.0,,Salta
545,2017,1,51253.0,620.0,51873.0,,San Juan
546,2017,1,12992.0,315.0,13307.0,,San Luis
547,2017,1,26116.0,370.0,26486.0,,Santa Cruz
548,2017,1,562520.0,362.0,562882.0,,Santa Fe
549,2017,1,34473.0,2.0,34475.0,,Santiago Del Estero
550,2017,1,31938.0,619.0,32557.0,,Tierra Del Fuego
551,2017,1,152734.0,37.0,152771.0,,Tucumán
552,2016,4,3131499.0,11.202,3142701.0,,Buenos Aires
553,2016,4,1393443.0,8.016,1401459.0,,Capital Federal
554,2016,4,27021.0,13.0,27034.0,,Catamarca
555,2016,4,88833.0,14.0,88847.0,,Chaco
556,2016,4,62035.0,1.73,63765.0,,Chubut
557,2016,4,636422.0,133.0,636555.0,,Córdoba
558,2016,4,88084.0,12.0,88096.0,,Corrientes
559,2016,4,180188.0,57.0,180245.0,,Entre Ríos
560,2016,4,29513.0,0.0,29513.0,,Formosa
561,2016,4,42624.0,1.0,42625.0,,Jujuy
562,2016,4,71368.0,460.0,71828.0,,La Pampa
563,2016,4,16298.0,18.0,16316.0,,La Rioja
564,2016,4,169274.0,1.451,170725.0,,Mendoza
565,2016,4,97390.0,0.0,97390.0,,Misiones
566,2016,4,111723.0,2.112,113835.0,,Neuquén
567,2016,4,100020.0,1.0,101020.0,,Río Negro
568,2016,4,106934.0,1.0,106935.0,,Salta
569,2016,4,51301.0,620.0,51921.0,,San Juan
570,2016,4,12992.0,315.0,13307.0,,San Luis
571,2016,4,26094.0,370.0,26464.0,,Santa Cruz
572,2016,4,561470.0,362.0,561832.0,,Santa Fe
573,2016,4,35049.0,2.0,35051.0,,Santiago Del Estero
574,2016,4,31938.0,619.0,32557.0,,Tierra Del Fuego
575,2016,4,151615.0,37.0,151652.0,,Tucumán
576,2016,3,3075387.0,11.205,3086592.0,,Buenos Aires
577,2016,3,1395053.0,8.051,1403104.0,,Capital Federal
578,2016,3,26957.0,13.0,26970.0,,Catamarca
579,2016,3,89216.0,14.0,89230.0,,Chaco
580,2016,3,62222.0,1.73,63952.0,,Chubut
581,2016,3,642458.0,133.0,642591.0,,Córdoba
582,2016,3,88328.0,12.0,88340.0,,Corrientes
583,2016,3,181092.0,57.0,181149.0,,Entre Ríos
584,2016,3,27716.0,0.0,27716.0,,Formosa
585,2016,3,42537.0,1.0,42538.0,,Jujuy
586,2016,3,69903.0,461.0,70364.0,,La Pampa
587,2016,3,16912.0,18.0,16930.0,,La Rioja
588,2016,3,169174.0,1.45,170624.0,,Mendoza
589,2016,3,97997.0,0.0,97997.0,,Misiones
590,2016,3,110491.0,2.112,112603.0,,Neuquén
591,2016,3,100024.0,1.002,101026.0,,Río Negro
592,2016,3,107790.0,1.0,107791.0,,Salta
593,2016,3,51348.0,620.0,51968.0,,San Juan
594,2016,3,12978.0,315.0,13293.0,,San Luis
595,2016,3,25886.0,371.0,26257.0,,Santa Cruz
596,2016,3,566625.0,386.0,567011.0,,Santa Fe
597,2016,3,35658.0,2.0,35660.0,,Santiago Del Estero
598,2016,3,31306.0,619.0,31925.0,,Tierra Del Fuego
599,2016,3,151282.0,37.0,151319.0,,Tucumán
600,2016,2,3032776.0,12.515,3045291.0,,Buenos Aires
601,2016,2,1384824.0,9.76,1394584.0,,Capital Federal
602,2016,2,26543.0,13.0,26556.0,,Catamarca
603,2016,2,88235.0,16.0,88251.0,,Chaco
604,2016,2,62116.0,1.74,63856.0,,Chubut
605,2016,2,634680.0,234.0,634914.0,,Córdoba
606,2016,2,86932.0,24.0,86956.0,,Corrientes
607,2016,2,178194.0,179.0,178373.0,,Entre Ríos
608,2016,2,28801.0,1.0,28802.0,,Formosa
609,2016,2,41187.0,2.0,41189.0,,Jujuy
610,2016,2,68403.0,485.0,68888.0,,La Pampa
611,2016,2,16718.0,18.0,16736.0,,La Rioja
612,2016,2,169274.0,1.55,170824.0,,Mendoza
613,2016,2,95808.0,7.0,95815.0,,Misiones
614,2016,2,108224.0,2.291,110515.0,,Neuquén
615,2016,2,99631.0,1.073,100704.0,,Río Negro
616,2016,2,104929.0,3.0,104932.0,,Salta
617,2016,2,51392.0,621.0,52013.0,,San Juan
618,2016,2,12939.0,317.0,13256.0,,San Luis
619,2016,2,25797.0,356.0,26153.0,,Santa Cruz
620,2016,2,563867.0,607.0,564474.0,,Santa Fe
621,2016,2,36958.0,3.0,36961.0,,Santiago Del Estero
622,2016,2,30740.0,619.0,31359.0,,Tierra Del Fuego
623,2016,2,148636.0,41.0,148677.0,,Tucumán
624,2016,1,2929903.0,12.612,2942515.0,,Buenos Aires
625,2016,1,1328079.0,9.817,1337896.0,,Capital Federal
626,2016,1,26376.0,13.0,26389.0,,Catamarca
627,2016,1,86635.0,16.0,86651.0,,Chaco
628,2016,1,62060.0,1.74,63800.0,,Chubut
629,2016,1,609692.0,234.0,609926.0,,Córdoba
630,2016,1,85510.0,26.0,85536.0,,Corrientes
631,2016,1,174634.0,179.0,174813.0,,Entre Ríos
632,2016,1,28313.0,1.0,28314.0,,Formosa
633,2016,1,40287.0,2.0,40289.0,,Jujuy
634,2016,1,65442.0,487.0,65929.0,,La Pampa
635,2016,1,16673.0,18.0,16691.0,,La Rioja
636,2016,1,169257.0,1.553,170810.0,,Mendoza
637,2016,1,92951.0,7.0,92958.0,,Misiones
638,2016,1,101969.0,2.292,104261.0,,Neuquén
639,2016,1,98745.0,1.077,99822.0,,Río Negro
640,2016,1,102423.0,3.0,102426.0,,Salta
641,2016,1,51373.0,621.0,51994.0,,San Juan
642,2016,1,12915.0,317.0,13232.0,,San Luis
643,2016,1,25931.0,356.0,26287.0,,Santa Cruz
644,2016,1,551378.0,618.0,551996.0,,Santa Fe
645,2016,1,37695.0,3.0,37698.0,,Santiago Del Estero
646,2016,1,29867.0,619.0,30486.0,,Tierra Del Fuego
647,2016,1,146596.0,41.0,146637.0,,Tucumán
648,2015,4,2946743.0,12.642,2959385.0,,Buenos Aires
649,2015,4,1360381.0,9.845,1370226.0,,Capital Federal
650,2015,4,26459.0,13.0,26472.0,,Catamarca
651,2015,4,86537.0,16.0,86553.0,,Chaco
652,2015,4,62279.0,1.74,64019.0,,Chubut
653,2015,4,625835.0,235.0,626070.0,,Córdoba
654,2015,4,85409.0,26.0,85435.0,,Corrientes
655,2015,4,173957.0,180.0,174137.0,,Entre Ríos
656,2015,4,28088.0,1.0,28089.0,,Formosa
657,2015,4,39922.0,2.0,39924.0,,Jujuy
658,2015,4,66054.0,312.0,66366.0,,La Pampa
659,2015,4,16914.0,18.0,16932.0,,La Rioja
660,2015,4,169251.0,1.556,170807.0,,Mendoza
661,2015,4,92846.0,7.0,92853.0,,Misiones
662,2015,4,105122.0,2.294,107416.0,,Neuquén
663,2015,4,98655.0,1.067,99722.0,,Río Negro
664,2015,4,101917.0,3.0,101920.0,,Salta
665,2015,4,51408.0,621.0,52029.0,,San Juan
666,2015,4,12901.0,317.0,13218.0,,San Luis
667,2015,4,26047.0,356.0,26403.0,,Santa Cruz
668,2015,4,561045.0,627.0,561672.0,,Santa Fe
669,2015,4,39132.0,3.0,39135.0,,Santiago Del Estero
670,2015,4,29334.0,619.0,29953.0,,Tierra Del Fuego
671,2015,4,146053.0,42.0,146095.0,,Tucumán
672,2015,3,2916070.0,12.695,2928765.0,,Buenos Aires
673,2015,3,1362193.0,9.875,1372068.0,,Capital Federal
674,2015,3,26080.0,13.0,26093.0,,Catamarca
675,2015,3,85354.0,16.0,85370.0,,Chaco
676,2015,3,62143.0,1.74,63883.0,,Chubut
677,2015,3,622761.0,237.0,622998.0,,Córdoba
678,2015,3,84931.0,28.0,84959.0,,Corrientes
679,2015,3,172252.0,182.0,172434.0,,Entre Ríos
680,2015,3,27751.0,1.0,27752.0,,Formosa
681,2015,3,39548.0,2.0,39550.0,,Jujuy
682,2015,3,64976.0,495.0,65471.0,,La Pampa
683,2015,3,16753.0,18.0,16771.0,,La Rioja
684,2015,3,169261.0,1.562,170823.0,,Mendoza
685,2015,3,91615.0,7.0,91622.0,,Misiones
686,2015,3,98376.0,2.24,100616.0,,Neuquén
687,2015,3,98529.0,1.085,99614.0,,Río Negro
688,2015,3,100570.0,3.0,100573.0,,Salta
689,2015,3,51409.0,621.0,52030.0,,San Juan
690,2015,3,12902.0,317.0,13219.0,,San Luis
691,2015,3,25912.0,359.0,26271.0,,Santa Cruz
692,2015,3,556097.0,641.0,556738.0,,Santa Fe
693,2015,3,39394.0,3.0,39397.0,,Santiago Del Estero
694,2015,3,33118.0,619.0,33737.0,,Tierra Del Fuego
695,2015,3,144272.0,42.0,144314.0,,Tucumán
696,2015,2,2871079.0,12.711,2883790.0,,Buenos Aires
697,2015,2,1336391.0,9.893,1346284.0,,Capital Federal
698,2015,2,25666.0,13.0,25679.0,,Catamarca
699,2015,2,83832.0,16.0,83848.0,,Chaco
700,2015,2,61745.0,1.74,63485.0,,Chubut
701,2015,2,609510.0,236.0,609746.0,,Córdoba
702,2015,2,83288.0,28.0,83316.0,,Corrientes
703,2015,2,169309.0,183.0,169492.0,,Entre Ríos
704,2015,2,27013.0,37.0,27050.0,,Formosa
705,2015,2,37720.0,2.0,37722.0,,Jujuy
706,2015,2,63552.0,500.0,64052.0,,La Pampa
707,2015,2,16491.0,18.0,16509.0,,La Rioja
708,2015,2,169259.0,1.564,170823.0,,Mendoza
709,2015,2,88512.0,7.0,88519.0,,Misiones
710,2015,2,95644.0,2.241,97885.0,,Neuquén
711,2015,2,97640.0,1.087,98727.0,,Río Negro
712,2015,2,98264.0,3.0,98267.0,,Salta
713,2015,2,51367.0,621.0,51988.0,,San Juan
714,2015,2,12904.0,317.0,13221.0,,San Luis
715,2015,2,25384.0,379.0,25763.0,,Santa Cruz
716,2015,2,545739.0,649.0,546388.0,,Santa Fe
717,2015,2,39375.0,3.0,39378.0,,Santiago Del Estero
718,2015,2,32960.0,619.0,33579.0,,Tierra Del Fuego
719,2015,2,140635.0,42.0,140677.0,,Tucumán
720,2015,1,2847076.0,14.766,2861842.0,,Buenos Aires
721,2015,1,1321139.0,11.582,1332721.0,,Capital Federal
722,2015,1,25312.0,20.0,25332.0,,Catamarca
723,2015,1,81329.0,31.0,81360.0,,Chaco
724,2015,1,63327.0,1.946,65273.0,,Chubut
725,2015,1,596663.0,294.0,596957.0,,Córdoba
726,2015,1,81488.0,43.0,81531.0,,Corrientes
727,2015,1,165839.0,231.0,166070.0,,Entre Ríos
728,2015,1,26657.0,43.0,26700.0,,Formosa
729,2015,1,36608.0,3.0,36611.0,,Jujuy
730,2015,1,62155.0,542.0,62697.0,,La Pampa
731,2015,1,16310.0,23.0,16333.0,,La Rioja
732,2015,1,168355.0,1.805,170160.0,,Mendoza
733,2015,1,85139.0,7.0,85146.0,,Misiones
734,2015,1,93373.0,2.369,95742.0,,Neuquén
735,2015,1,96145.0,1.188,97333.0,,Río Negro
736,2015,1,96793.0,18.0,96811.0,,Salta
737,2015,1,51117.0,702.0,51819.0,,San Juan
738,2015,1,12878.0,354.0,13232.0,,San Luis
739,2015,1,26217.0,424.0,26641.0,,Santa Cruz
740,2015,1,535640.0,797.0,536437.0,,Santa Fe
741,2015,1,39244.0,8.0,39252.0,,Santiago Del Estero
742,2015,1,32726.0,730.0,33456.0,,Tierra Del Fuego
743,2015,1,138184.0,92.0,138276.0,,Tucumán
744,2014,4,2801178.0,15.229,2816407.0,,Buenos Aires
745,2014,4,1318526.0,11.994,1330520.0,,Capital Federal
746,2014,4,25472.0,21.0,25493.0,,Catamarca
747,2014,4,65998.0,37.0,66035.0,,Chaco
748,2014,4,66557.0,1.985,68542.0,,Chubut
749,2014,4,590113.0,319.0,590432.0,,Córdoba
750,2014,4,65656.0,54.0,65710.0,,Corrientes
751,2014,4,140567.0,246.0,140813.0,,Entre Ríos
752,2014,4,26156.0,51.0,26207.0,,Formosa
753,2014,4,35999.0,3.0,36002.0,,Jujuy
754,2014,4,56813.0,567.0,57380.0,,La Pampa
755,2014,4,16379.0,23.0,16402.0,,La Rioja
756,2014,4,167766.0,1.848,169614.0,,Mendoza
757,2014,4,77222.0,7.0,77229.0,,Misiones
758,2014,4,92999.0,2.397,95396.0,,Neuquén
759,2014,4,95050.0,1.21,96260.0,,Río Negro
760,2014,4,93921.0,26.0,93947.0,,Salta
761,2014,4,51390.0,729.0,52119.0,,San Juan
762,2014,4,12788.0,359.0,13147.0,,San Luis
763,2014,4,25277.0,436.0,25713.0,,Santa Cruz
764,2014,4,528459.0,938.0,529397.0,,Santa Fe
765,2014,4,39308.0,9.0,39317.0,,Santiago Del Estero
766,2014,4,28249.0,741.0,28990.0,,Tierra Del Fuego
767,2014,4,137329.0,95.0,137424.0,,Tucumán
768,2014,3,2835537.0,14.028,2849565.0,,Buenos Aires
769,2014,3,1307195.0,10.63,1317825.0,,Capital Federal
770,2014,3,24665.0,21.0,24686.0,,Catamarca
771,2014,3,63710.0,36.0,63746.0,,Chaco
772,2014,3,67130.0,2.007,69137.0,,Chubut
773,2014,3,585231.0,200.0,585431.0,,Córdoba
774,2014,3,63516.0,33.0,63549.0,,Corrientes
775,2014,3,136618.0,115.0,136733.0,,Entre Ríos
776,2014,3,25873.0,64.0,25937.0,,Formosa
777,2014,3,33739.0,2.0,33741.0,,Jujuy
778,2014,3,61861.0,564.0,62425.0,,La Pampa
779,2014,3,15893.0,23.0,15916.0,,La Rioja
780,2014,3,166184.0,1.74,167924.0,,Mendoza
781,2014,3,75327.0,0.0,75327.0,,Misiones
782,2014,3,100099.0,2.268,102367.0,,Neuquén
783,2014,3,96629.0,1.151,97780.0,,Río Negro
784,2014,3,92929.0,25.0,92954.0,,Salta
785,2014,3,51031.0,748.0,51779.0,,San Juan
786,2014,3,12683.0,363.0,13046.0,,San Luis
787,2014,3,25664.0,446.0,26110.0,,Santa Cruz
788,2014,3,520196.0,691.0,520887.0,,Santa Fe
789,2014,3,37539.0,9.0,37548.0,,Santiago Del Estero
790,2014,3,28037.0,755.0,28792.0,,Tierra Del Fuego
791,2014,3,131978.0,88.0,132066.0,,Tucumán
792,2014,2,2750430.0,14.116,2764546.0,,Buenos Aires
793,2014,2,1299502.0,10.713,1310215.0,,Capital Federal
794,2014,2,24660.0,23.0,24683.0,,Catamarca
795,2014,2,63243.0,36.0,63279.0,,Chaco
796,2014,2,68503.0,2.016,70519.0,,Chubut
797,2014,2,576747.0,205.0,576952.0,,Córdoba
798,2014,2,62925.0,33.0,62958.0,,Corrientes
799,2014,2,135468.0,115.0,135583.0,,Entre Ríos
800,2014,2,25535.0,65.0,25600.0,,Formosa
801,2014,2,34359.0,2.0,34361.0,,Jujuy
802,2014,2,55048.0,580.0,55628.0,,La Pampa
803,2014,2,15889.0,23.0,15912.0,,La Rioja
804,2014,2,165046.0,1.761,166807.0,,Mendoza
805,2014,2,74689.0,0.0,74689.0,,Misiones
806,2014,2,90053.0,2.235,92288.0,,Neuquén
807,2014,2,94812.0,1.145,95957.0,,Río Negro
808,2014,2,91949.0,25.0,91974.0,,Salta
809,2014,2,50891.0,755.0,51646.0,,San Juan
810,2014,2,12691.0,364.0,13055.0,,San Luis
811,2014,2,26710.0,459.0,27169.0,,Santa Cruz
812,2014,2,511753.0,605.0,512358.0,,Santa Fe
813,2014,2,38002.0,9.0,38011.0,,Santiago Del Estero
814,2014,2,27443.0,766.0,28209.0,,Tierra Del Fuego
815,2014,2,131981.0,88.0,132069.0,,Tucumán
816,2014,1,2725732.0,14.144,2739876.0,,Buenos Aires
817,2014,1,1289204.0,10.714,1299918.0,,Capital Federal
818,2014,1,24209.0,23.0,24232.0,,Catamarca
819,2014,1,62520.0,36.0,62556.0,,Chaco
820,2014,1,68205.0,2.016,70221.0,,Chubut
821,2014,1,566705.0,205.0,566910.0,,Córdoba
822,2014,1,62203.0,33.0,62236.0,,Corrientes
823,2014,1,134216.0,115.0,134331.0,,Entre Ríos
824,2014,1,25335.0,87.0,25422.0,,Formosa
825,2014,1,33825.0,2.0,33827.0,,Jujuy
826,2014,1,53601.0,592.0,54193.0,,La Pampa
827,2014,1,15688.0,23.0,15711.0,,La Rioja
828,2014,1,164084.0,1.761,165845.0,,Mendoza
829,2014,1,73950.0,0.0,73950.0,,Misiones
830,2014,1,88077.0,2.303,90380.0,,Neuquén
831,2014,1,93909.0,1.157,95066.0,,Río Negro
832,2014,1,91265.0,25.0,91290.0,,Salta
833,2014,1,50543.0,755.0,51298.0,,San Juan
834,2014,1,12193.0,364.0,12557.0,,San Luis
835,2014,1,26304.0,460.0,26764.0,,Santa Cruz
836,2014,1,506000.0,612.0,506612.0,,Santa Fe
837,2014,1,37124.0,9.0,37133.0,,Santiago Del Estero
838,2014,1,27272.0,766.0,28038.0,,Tierra Del Fuego
839,2014,1,129944.0,88.0,130032.0,,Tucumán
